,Column,Before Value,After Value
200,2,-0.09350223609008587,-0.09350223609008587
201,0,-1.2693942688664588,0.534444063642373
202,74,0.0,0.0
203,7,1.1582797424509792,1.1582797424509792
204,4,-0.10222041017695967,-0.10222041017695967
205,2,-0.09350223609008587,-0.09350223609008587
206,79,0.0,0.0
207,225,0.0,0.0
208,426,0.0,0.0
209,0,-0.36747510261204286,1.842226854711276
210,133,0.0,0.0
211,5,0.029065936180491032,-0.9255587632028519
212,373,0.0,0.0
213,5,-0.7185125284626874,-1.501996238439429
214,484,0.0,0.0
215,4,-0.10222041017695967,0.6631995825219382
216,0,0.3540602303914898,1.5265551465222305
217,0,-1.2693942688664588,1.4363632298967888
218,6,-0.8431842648883558,1.2638832974257588
219,0,0.038388522202444264,1.5265551465222305
220,126,0.0,1.0
221,5,-0.6323158959710641,0.34540076504561124
222,2,-0.09350223609008587,-0.09350223609008587
223,4,-0.10222041017695967,-0.10222041017695967
224,5,-1.3355036959733333,-0.04302506421580359
225,0,-0.998818518990134,-1.224298310553738
226,0,2.2029945212130424,-0.2772831859866013
227,494,1.0,1.0
228,126,0.0,1.0
229,226,0.0,0.0
230,4,-0.10222041017695967,0.40805958495563893
231,427,0.0,0.0
232,406,0.0,0.0
233,426,0.0,0.0
234,0,-0.36747510261204286,0.21877235545332743
235,126,0.0,0.0
236,295,0.0,1.0
237,2,-0.09350223609008587,-0.09350223609008587
238,5,-1.6002046982622302,-0.6511000296207379
239,4,-0.10222041017695967,-0.07160361046900375
240,6,1.6852968098885819,0.421056272500113
241,7,1.1582797424509792,1.1582797424509792
242,406,0.0,0.0
243,5,-0.11921351029888078,0.15690824524901786
244,5,0.7755423983162221,-0.42982794432988697
245,5,-0.4341257541089323,-1.5343249847260942
246,5,0.4546993773751799,-0.06759972013188373
247,323,0.0,0.0
248,5,-0.6486155148766743,-0.28620696299563414
249,444,0.0,0.0
250,373,0.0,0.0
251,197,0.0,0.0
252,66,0.0,0.0
253,373,0.0,0.0
254,0,0.21877235545332743,1.4363632298967888
255,225,0.0,0.0
256,5,0.0026278942063635855,-0.43475690099956144
257,444,0.0,0.0
258,489,0.0,0.0
259,5,0.28187532959356787,-0.13342934264495376
260,5,1.9274055101234469,0.24647099449066248
261,106,0.0,0.0
262,7,1.1582797424509792,1.0354585522876885
263,208,0.0,0.0
264,2,-0.09350223609008587,-0.09350223609008587
265,5,-1.4018141923078353,-0.3817004893682694
266,79,0.0,0.0
267,2,-0.09350223609008587,-0.09350223609008587
268,5,0.009330073092567257,-1.5228942132624794
269,373,0.0,0.0
270,427,0.0,0.0
271,0,2.473570271089367,0.038388522202444264
272,79,0.0,0.0
273,0,-1.1341063939282963,0.4442521470169314
274,362,0.0,0.0
275,2,-0.09350223609008587,-0.09350223609008587
276,79,0.0,0.0
277,2,-0.09350223609008587,-0.09350223609008587
278,4,-0.10222041017695967,-0.10222041017695967
279,0,-0.998818518990134,-1.3595861854919002
280,74,0.0,0.0
281,14,0.0,0.0
282,5,-0.9735760179137248,-0.35695552397376573
283,406,0.0,0.0
284,5,1.1563143192531833,-1.3434280958223426
285,5,-0.26257401831319127,0.36899363690960174
286,206,0.0,0.0
287,5,-0.12220895347821543,2.525502343733674
288,162,0.0,0.0
289,5,-0.5333560708022758,-1.2594655229594538
290,5,-0.14462969540246598,0.32146727422477367
291,5,0.06706498627820458,1.1409263569673704
292,386,0.0,0.0
293,79,0.0,0.0
294,5,-1.1743208019522122,0.4138852117811688
295,5,0.6711326698378749,1.8273136278333717
296,133,0.0,0.0
297,183,1.0,1.0
298,0,-0.05180339442299732,0.30896427207876903
299,5,-0.27579804840256167,-1.2111377039055728
300,0,-0.547858935862926,0.17367639714060665
301,208,0.0,0.0
302,5,-0.05345401521810258,0.5089679917646642
303,2,-0.09350223609008587,3.087018622212822
304,5,-0.011517810707417562,0.38831875360838614
305,362,0.0,0.0
306,0,-0.1419953110484389,1.797130896398555
307,373,0.0,0.0
308,126,0.0,1.0
309,126,0.0,1.0
310,197,0.0,0.0
311,200,0.0,1.0
312,197,0.0,0.0
313,1,-0.2039889695864038,2.8719955521186797
314,0,0.08348448051516505,1.5265551465222305
315,0,-0.41257106092476364,0.6246359802678145
316,2,-0.09350223609008587,-0.09350223609008587
317,5,-1.2317150961810022,-1.5294561372840987
318,2,-0.09350223609008587,-0.09350223609008587
319,0,-1.179202352241017,0.6697319385805354
320,4,-0.10222041017695967,-0.0511924106636998
321,373,0.0,0.0
322,225,0.0,0.0
323,126,0.0,1.0
324,490,0.0,0.0
325,5,-0.5943769551010296,-0.2568736598883035
326,205,0.0,0.0
327,7,1.1582797424509792,0.25759101458684713
328,2,-0.09350223609008587,-0.09350223609008587
329,7,1.1582797424509792,1.1582797424509792
330,2,-0.09350223609008587,-0.09350223609008587
331,297,1.0,0.0
332,0,0.3540602303914898,1.797130896398555
333,5,-0.6287995061518451,-0.139851011801989
334,5,0.10208862960580978,-0.8414859900892185
335,0,1.9775147296494384,-0.9537225606774131
336,332,0.0,1.0
337,482,0.0,1.0
338,2,-0.09350223609008587,-0.09350223609008587
339,133,1.0,0.0
340,444,0.0,0.0
341,225,0.0,0.0
342,14,0.0,0.0
343,2,-0.09350223609008587,-0.09350223609008587
344,362,0.0,0.0
345,0,-1.1341063939282963,2.022610687962159
346,14,0.0,0.0
347,14,0.0,0.0
348,5,-0.9040596961030121,0.80023727268766
349,5,-0.5758332583620717,-1.0628181846077485
350,5,0.5150790965786913,-0.8165106059886124
351,3,-0.1381773235767779,5.3050009142669925
352,362,0.0,0.0
353,63,0.0,0.0
354,426,0.0,0.0
355,6,1.6852968098885819,-0.0003572399627099493
356,0,1.4363632298967888,1.3010753549586265
357,482,0.0,1.0
358,183,1.0,1.0
359,122,0.0,0.0
360,5,0.15769968341345741,-1.0377626548702368
361,133,1.0,1.0
362,2,-0.09350223609008587,3.087018622212822
